material_id,cif_path,target
mp-28235,../cifs_all/mp_28235.cif,-0.830282261
mp-821906,../cifs_all/mp_821906.cif,-1.152650726
mp-1185106,../cifs_all/mp_1185106.cif,-0.437424731
mp-1207027,../cifs_all/mp_1207027.cif,-0.518469651
mp-1223199,../cifs_all/mp_1223199.cif,-2.903995116
mp-1220500,../cifs_all/mp_1220500.cif,-0.428020142
mp-606102,../cifs_all/mp_606102.cif,-0.461575637
mp-1189454,../cifs_all/mp_1189454.cif,0.041705417
mp-10098,../cifs_all/mp_10098.cif,-0.929752047
mp-581734,../cifs_all/mp_581734.cif,-0.005381588
mp-759634,../cifs_all/mp_759634.cif,-2.423118397
mp-1233188,../cifs_all/mp_1233188.cif,-2.419585694
mp-31052,../cifs_all/mp_31052.cif,-1.024922697
mp-1521039,../cifs_all/mp_1521039.cif,-2.110259415
mp-1214543,../cifs_all/mp_1214543.cif,-2.090856393
mp-780436,../cifs_all/mp_780436.cif,-2.439039663
mp-754956,../cifs_all/mp_754956.cif,-1.695352632
mp-1040927,../cifs_all/mp_1040927.cif,-2.458064957
mp-1274143,../cifs_all/mp_1274143.cif,-2.659525187
mp-1097517,../cifs_all/mp_1097517.cif,3.527619370833324
mp-505731,../cifs_all/mp_505731.cif,-2.9284782
mp-1047380,../cifs_all/mp_1047380.cif,-1.694635299
mp-1248478,../cifs_all/mp_1248478.cif,-2.090569429
mp-1077901,../cifs_all/mp_1077901.cif,-0.497913288
mp-23307,../cifs_all/mp_23307.cif,-1.370875041
mp-752659,../cifs_all/mp_752659.cif,-2.5276553
mp-542269,../cifs_all/mp_542269.cif,-1.558164866
mp-2715363,../cifs_all/mp_2715363.cif,-2.805282594
mp-1581389,../cifs_all/mp_1581389.cif,-2.435835594
mp-756690,../cifs_all/mp_756690.cif,-2.123101838
mp-39123,../cifs_all/mp_39123.cif,-3.129091417
mp-2714333,../cifs_all/mp_2714333.cif,-2.539651278
mp-559561,../cifs_all/mp_559561.cif,-2.092612203
mp-1176231,../cifs_all/mp_1176231.cif,-1.644678114
mp-2217622,../cifs_all/mp_2217622.cif,-2.434319427
mp-1218134,../cifs_all/mp_1218134.cif,-0.438979171
mp-1204919,../cifs_all/mp_1204919.cif,-1.877024349
mp-1187047,../cifs_all/mp_1187047.cif,0.218814791875001
mp-15659,../cifs_all/mp_15659.cif,-0.397662213
mp-1100576,../cifs_all/mp_1100576.cif,-1.802333099
mp-26046,../cifs_all/mp_26046.cif,-2.456908505
mp-557676,../cifs_all/mp_557676.cif,-2.094604356
mp-866604,../cifs_all/mp_866604.cif,-1.644854508
mp-1192852,../cifs_all/mp_1192852.cif,-1.085329593
mp-9086,../cifs_all/mp_9086.cif,-2.119147308
mp-1185832,../cifs_all/mp_1185832.cif,0.010349071
mp-557222,../cifs_all/mp_557222.cif,-2.63312374
mp-32017,../cifs_all/mp_32017.cif,-2.499530642
mp-23002,../cifs_all/mp_23002.cif,-2.538047888
mp-1186490,../cifs_all/mp_1186490.cif,0.033130765624996
mp-1225492,../cifs_all/mp_1225492.cif,-0.840433429
mp-1237219,../cifs_all/mp_1237219.cif,0.8083879743181811
mp-1235363,../cifs_all/mp_1235363.cif,-2.540515866
mp-1206224,../cifs_all/mp_1206224.cif,0.307121032
mp-1222428,../cifs_all/mp_1222428.cif,-0.083923061
mp-867287,../cifs_all/mp_867287.cif,-0.458102387
mp-1102532,../cifs_all/mp_1102532.cif,-0.608416191
mp-1048819,../cifs_all/mp_1048819.cif,-3.252699352
mp-1200199,../cifs_all/mp_1200199.cif,-1.558878781
mp-1200798,../cifs_all/mp_1200798.cif,0.5661422458333331
mp-1184731,../cifs_all/mp_1184731.cif,0.48312081
mp-1314,../cifs_all/mp_1314.cif,-0.216651247
mp-30014,../cifs_all/mp_30014.cif,-1.271164482
mp-989538,../cifs_all/mp_989538.cif,-2.682546415
mp-2215029,../cifs_all/mp_2215029.cif,-2.630440098
mp-622619,../cifs_all/mp_622619.cif,-2.566959403
mp-1216456,../cifs_all/mp_1216456.cif,-0.540444154
mp-1104966,../cifs_all/mp_1104966.cif,-1.116812281
mp-504341,../cifs_all/mp_504341.cif,-2.358650417
mp-1235131,../cifs_all/mp_1235131.cif,-1.235517357
mp-505764,../cifs_all/mp_505764.cif,-0.170533496
mp-975333,../cifs_all/mp_975333.cif,-1.64956767
mp-1238725,../cifs_all/mp_1238725.cif,-0.320965318
mp-559445,../cifs_all/mp_559445.cif,-1.98378805
mp-1179783,../cifs_all/mp_1179783.cif,-0.378921333
mp-20811,../cifs_all/mp_20811.cif,-0.367630389
mp-541507,../cifs_all/mp_541507.cif,-2.949311435
mp-1233782,../cifs_all/mp_1233782.cif,-1.462664991
mp-770586,../cifs_all/mp_770586.cif,-2.536767939
mp-1277669,../cifs_all/mp_1277669.cif,-2.05288342
mp-2227401,../cifs_all/mp_2227401.cif,-1.670584977
mp-1208697,../cifs_all/mp_1208697.cif,-3.245354003
mp-667281,../cifs_all/mp_667281.cif,-0.518660343
mp-1391284,../cifs_all/mp_1391284.cif,0.5301849966299941
mp-1211014,../cifs_all/mp_1211014.cif,-1.229233898
mp-1221143,../cifs_all/mp_1221143.cif,-0.561244037
mp-1097567,../cifs_all/mp_1097567.cif,1.643656207916663
mp-1021345,../cifs_all/mp_1021345.cif,0.18404436534375
mp-21175,../cifs_all/mp_21175.cif,-0.357744934
mp-753800,../cifs_all/mp_753800.cif,-3.28145171
mp-1220619,../cifs_all/mp_1220619.cif,-0.959881804
mp-1196180,../cifs_all/mp_1196180.cif,-1.563238074
mp-25275,../cifs_all/mp_25275.cif,-1.74647736
mp-1200030,../cifs_all/mp_1200030.cif,-0.438152802
mp-1080000,../cifs_all/mp_1080000.cif,-0.171117362
mp-6609,../cifs_all/mp_6609.cif,-2.855974535
mp-1228276,../cifs_all/mp_1228276.cif,-2.297858506
mp-1040009,../cifs_all/mp_1040009.cif,-2.927246881
mp-1223222,../cifs_all/mp_1223222.cif,-1.357991821
mp-1224421,../cifs_all/mp_1224421.cif,-0.188966554
mp-768098,../cifs_all/mp_768098.cif,-1.956367427
mp-1247511,../cifs_all/mp_1247511.cif,-0.025898084
mp-1223268,../cifs_all/mp_1223268.cif,-3.147731424
mp-770734,../cifs_all/mp_770734.cif,-2.405784621
mp-1042672,../cifs_all/mp_1042672.cif,-0.983147559
mp-1018829,../cifs_all/mp_1018829.cif,-0.940631699
mp-1097250,../cifs_all/mp_1097250.cif,1.7140332649999972
mp-629015,../cifs_all/mp_629015.cif,-1.411233568
mp-27045,../cifs_all/mp_27045.cif,-2.368133793
mp-2229444,../cifs_all/mp_2229444.cif,-0.67960655
mp-1217467,../cifs_all/mp_1217467.cif,0.007760677
mp-1095852,../cifs_all/mp_1095852.cif,1.725634576249994
mp-1033419,../cifs_all/mp_1033419.cif,-2.464339001
mp-1220876,../cifs_all/mp_1220876.cif,-0.574946764
mp-1229284,../cifs_all/mp_1229284.cif,-3.054712266
mp-1026837,../cifs_all/mp_1026837.cif,0.039334046
mp-753645,../cifs_all/mp_753645.cif,-1.981151318
mp-774789,../cifs_all/mp_774789.cif,-2.186654531
mp-1185918,../cifs_all/mp_1185918.cif,0.040361640277779
mp-1233088,../cifs_all/mp_1233088.cif,-3.222728735
mp-805196,../cifs_all/mp_805196.cif,2.941064529259259
mp-2226807,../cifs_all/mp_2226807.cif,-0.999969062
mp-1224423,../cifs_all/mp_1224423.cif,-0.916758485
mp-729560,../cifs_all/mp_729560.cif,-3.389378454
mp-28473,../cifs_all/mp_28473.cif,-1.456434277
mp-16343,../cifs_all/mp_16343.cif,-0.224599848
mp-1228806,../cifs_all/mp_1228806.cif,-0.014394015
mp-2016042,../cifs_all/mp_2016042.cif,-0.049801352
mp-2231362,../cifs_all/mp_2231362.cif,-2.309570528
mp-1211023,../cifs_all/mp_1211023.cif,0.233860831170599
mp-757206,../cifs_all/mp_757206.cif,-3.473723414
mp-863732,../cifs_all/mp_863732.cif,-0.966914661
mp-753531,../cifs_all/mp_753531.cif,-3.101722933
mp-760343,../cifs_all/mp_760343.cif,-2.334121709
mp-1097450,../cifs_all/mp_1097450.cif,1.786825638
mp-21073,../cifs_all/mp_21073.cif,-0.938101755
mp-1105619,../cifs_all/mp_1105619.cif,-0.197628967
mp-684726,../cifs_all/mp_684726.cif,-2.318870057
mp-1198929,../cifs_all/mp_1198929.cif,-0.673356019
mp-1220856,../cifs_all/mp_1220856.cif,-3.052228109
mp-1219709,../cifs_all/mp_1219709.cif,0.01278654
mp-605088,../cifs_all/mp_605088.cif,-0.12458932
mp-755979,../cifs_all/mp_755979.cif,-2.027907528
mp-1104605,../cifs_all/mp_1104605.cif,-0.59095794
mp-865585,../cifs_all/mp_865585.cif,-0.364228589
mp-1028828,../cifs_all/mp_1028828.cif,-0.357990979
mp-1095367,../cifs_all/mp_1095367.cif,-1.399096872
mp-1094909,../cifs_all/mp_1094909.cif,-0.064602747
mp-2217119,../cifs_all/mp_2217119.cif,-1.616009942
mp-2230714,../cifs_all/mp_2230714.cif,-2.3954912
mp-30013,../cifs_all/mp_30013.cif,-1.267824519
mp-865622,../cifs_all/mp_865622.cif,-0.271620682
mp-26811,../cifs_all/mp_26811.cif,-2.511283424
mp-1224989,../cifs_all/mp_1224989.cif,-0.436299421
mp-1215637,../cifs_all/mp_1215637.cif,-0.276619013
mp-1226160,../cifs_all/mp_1226160.cif,-0.947547189
mp-1214483,../cifs_all/mp_1214483.cif,-1.530018532
mp-1217404,../cifs_all/mp_1217404.cif,-1.959103424
mp-774833,../cifs_all/mp_774833.cif,-2.415079314
mp-1220386,../cifs_all/mp_1220386.cif,-0.886322364
mp-1225756,../cifs_all/mp_1225756.cif,-1.091432715
mp-1110665,../cifs_all/mp_1110665.cif,-2.863375207
mp-1198615,../cifs_all/mp_1198615.cif,-0.589636245
mp-757950,../cifs_all/mp_757950.cif,-1.705213456
mp-755121,../cifs_all/mp_755121.cif,-2.278633165
mp-1194843,../cifs_all/mp_1194843.cif,-2.287483782
mp-865046,../cifs_all/mp_865046.cif,-0.860604424
mp-755021,../cifs_all/mp_755021.cif,-2.128877294
mp-2901572,../cifs_all/mp_2901572.cif,-2.746611116
mp-1181665,../cifs_all/mp_1181665.cif,0.114199229
